iobs,ca,start_time,int_lo_code,int_area,c1_1,c1_2,c1_3,c1_4,c1_5,c1_6,c2,c2a,c3,c4,c5,c6,c7,c8,c9_1,c9_2,c9_3,c9_4,c9_5,c9_6,c9_7,c9_8,c9_9,c9_10,c10,c11,c12,c13,c14,c15,c16,c18,c19_1,c19_2,c19_3,c19_4,c19_5,c19_6,c19_7,c19_8,c19_9,c19_10,c19_11,c19_12,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58_1,c58_2,c58_3,c58_4,c58_5,c59,c60,c61,c62,C67,c71,c73
2397,2,1025,2014,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,BD16,2,1030
2398,2,1015,2014,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,0,0,0,0,1,1, ,1,BD22,2,1020
2399,2,1435,2020,5,1,1,0,0,0,0,10,1,1, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,1,0,0,0,0,0,0,0,0,0,0,0,4, , , , , , , , , ,3, , , , , , , , , ,4,3,7,1,45,1,1,6,24,1, , , ,16,1,2,11,1,0,0,0,0,1,1,1, ,EH12,1,1442
2400,2,1417,2020,5,1,1,0,0,0,0,10,1,1, ,10,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,0,0,3, , , , , , ,0,0,1,2,1,0,0,0,0,1,1,1, ,OL13,1,1424
2401,2,1236,2020,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,9999,9999,1,66,66,2, , , ,0,0,2,11,0,0,1,0,0,1,1,1, ,NE28,1,1243
2402,2,1134,2020,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,11, , , , , , , , , ,10, , , , , ,11,10,20,2,10,2,2, , , ,5,100,2,25,2,1,3,1,0,0,0,0,1,1,1, ,TQ13,2,1136
2403,2,1116,2020,5,1,1,0,0,0,0,10,1,1, ,5,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,1,0,0,1,0,0,0,0,0,0,0, ,2, , ,2, , , , , , ,1, , ,1, , , , , ,4,2,50,5,10,5,3, , , , , , ,100,5,1,1,1,0,0,0,0,1,1,1, ,CV8 ,1,9999
2404,2,1102,2020,5,0,1,0,0,0,0,10,1,1, ,8,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,1, , , , , ,2,1,0,0,0,0,5, , , , , , ,0,0,2,11,0,0,0,0,1,1,1,1, ,OL4 ,1,1106
2405,2,1055,2020,5,0,1,0,0,0,0,10,1,1, ,9,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,130,9,50,6,3, , , , , , ,30,1,1,3,1,0,0,0,0,1,1,1, ,CW2 ,1,1057
2406,2,1030,2020,5,0,1,0,0,0,0,11,1,1, ,5,1,9999,1,1,0,0,1,0,0,0,0,0,0,2, , ,2, , , ,2,1,0,1,0,1,0,0,1,0,0,0,0,1, ,1, ,4, , ,3, , ,0, ,0, ,5, , ,2, , ,9,7,50,1,0,0,1,0,0,0, , , ,25,1,2,11,0,0,0,0,1,1,1,1, ,    ,2,1040
2407,2,1045,2020,5,0,1,0,0,0,0,5,2, ,1,3,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,1,1, ,1,HX7 ,1,1050
2408,2,1059,2020,5,0,1,0,0,0,0,5,2, ,1,7,2, ,1,0,0,0,1,1,0,0,0,0,0, , , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1,0,0,0,0,1,1, ,5,HX7 ,1,1103
2409,2,1106,2020,5,0,1,0,0,0,0,5,2, ,1,4,2, ,1,1,0,0,1,0,0,0,0,0,0,2, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,1,0,0,0,0,5,5, ,5,HX2 ,1,1111
2410,2,1109,2020,5,0,1,0,0,0,0,5,2, ,1,4,2, ,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,1,1, ,1,HX7 ,1,1116
2411,2,1125,2020,5,0,1,0,0,0,0,5,2, ,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0, , ,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,1,1, ,1,HX1 ,1,1130
2412,2,1130,2020,5,1,1,0,0,0,0,5,2, ,1,2,3, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,0,0,0,0,1,1, ,1,HX2 ,2,1133
2413,2,1136,2020,5,0,1,0,0,0,0,1,2, ,1,20,4, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,0,0,0,2,1, ,1,HX4 ,1,1141
2414,2,1144,2020,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,2,2, ,1,HX7 ,2,9999
2415,2,1146,2020,5,0,1,0,0,0,0,5,2, ,1,20,2, ,1,1,0,0,1,1,0,0,0,0,0,1, , ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,1,0,0,1,1, ,1,HX7 ,2,1150
2416,2,1155,2020,5,0,1,0,0,0,0,5,2, ,1,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,X   ,2,1158
2417,2,1200,2020,5,0,1,0,0,0,0,5,2, ,1,25,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,0,0,0,1,1, ,1,HX7 ,1,1207
2418,2,1225,2020,5,0,1,0,0,0,0,5,2, ,1,10,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,HX7 ,1,1231
2419,2,1236,2020,5,0,1,0,0,0,0,5,2, ,1,8,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,0,0,0,0,1,2,1, ,1,HD6 ,1,1240
2420,2,1242,2020,5,0,1,0,0,0,0,5,2, ,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,0,0,0,0,1,1,1, ,1,WF14,2,1246
2421,2,1310,2020,5,0,1,0,0,0,0,5,2, ,1,5,1,1,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,1,0,0,0,0,1,1, ,1,HX7 ,1,1314
2422,2,1314,2020,5,0,1,0,0,0,0,5,2, ,1,15,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,9,1,0,0,0,0,1,1, ,1,HX7 ,1,1319
2423,2,1410,2020,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,2, ,1,WF15,2,9999
2424,2,1414,2020,5,1,1,1,0,0,0,5,2, ,2,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,11,0,0,0,0,1,1,1, ,1,HX1 ,1,1417
2425,2,1445,2020,5,0,1,0,0,0,0,5,2, ,1,17,2, ,1,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,0,0,0,4,4, ,1,HX7 ,1,1450
2426,2,1330,2022,5,0,1,0,0,0,0,11,1,2, ,23,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,1,0,0,0,0,0,0,0,0,0,1, ,1, , , , , , , ,99, ,99, , , , , , , ,99,99,10,3,9999,9999,2, , , ,10,300,3,5,3,2,13,0,0,0,0,1,1,1,1, ,    ,1,1340
2427,2,1245,2022,5,0,1,0,0,0,0,10,1,1, ,2,1,9999,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,9999,9999,2, , , ,5,5,2,9999,9999,2,13,0,0,0,0,1,1,1,1, ,M3 7,1,1250
2428,2,1234,2022,5,0,1,0,0,0,0,10,1,1, ,12,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,1, , , , , , , , , ,1, , , , , ,2,2,75,2,100,2,1,7,7,2, , , ,9999,9999,1,10,1,0,1,0,0,1,1,1, ,LL19,1,1240
2429,2,1145,2022,5,0,1,0,0,0,0,10,1,1, ,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,1,0,0,0,0,0,0,0,0,0,0, ,1, , , , , , , , , ,0, , , , , , , , ,6,6,50,3,9999,9999,2, , , ,9999,70,3,10,3,1,6,1,0,0,1,0,1,1,1, ,BS9 ,1,1152
2430,2,1133,2022,5,0,1,0,0,0,0,5,2, ,1,3,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,1,DL2 ,1,1136
2431,2,1123,2022,5,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,1,0,0,0,1,0,0,0,0,0,0,0,1, , , ,1, , , , , ,0, , , ,1, , , , , ,2,1,100,3,50,3,2, , , ,60,60,3,9999,9999,1,11,1,0,0,1,0,1,1,1, ,DY11,1,1127
2432,2,1114,2022,5,0,1,0,0,0,0,10,1,1, ,12,2, ,2, , , , , , , , , , , , , , , , , ,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1, , , , , , , ,0,0,0, , , , , , , ,7,6,25,2,20,2,2, , , ,10,70,9999,20,2,2,13,0,1,0,1,0,1,1,1, ,WV6 ,2,1119
2433,2,1100,2022,5,0,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,1,9999,9999,2, , , ,2,2,1,9999,9999,1,3,1,0,0,1,0,1,1,3, ,OL3 ,2,1104
2434,2,1052,2022,5,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , ,1, , , , , , , , , ,1,2,1,150,3,124,3,2, , , ,45,90,3,20,3,1,1,0,0,0,0,1,1,1,1, ,ML11,1,1057
2435,2,1043,2022,5,0,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,4,9999,9999,2, , , ,15,15,4,9999,9999,1,11,1,0,0,1,0,1,1,1, ,WA9 ,1,1050
2436,2,1300,2022,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,1,HX6 ,1,1305
2437,2,1350,2022,5,0,1,0,0,0,0,5,2, ,1,13,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,1,HX6 ,2,1353
2438,2,1255,2022,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,1,0,0,1,1, ,1,HX6 ,2,1257
2439,2,1240,2022,5,0,1,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,0,1,0,0,1,1, ,1,HX6 ,1,1243
2440,2,1230,2022,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,1,HX6 ,2,1232
2441,2,1225,2022,5,0,1,0,0,0,0,5,2, ,1,15,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,1,HX6 ,2,1228
2442,2,1221,2022,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,5,5, ,1,HX2 ,2,1223
2443,2,1216,2022,5,0,1,0,0,0,0,5,2, ,1,6,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,1,1, ,1,HX6 ,2,1220
2444,2,1209,2022,5,0,1,0,0,0,0,5,2, ,1,10,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,1,HX6 ,1,1212
2445,2,9999,2022,5,0,1,0,0,0,0,5,2, ,1,5,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,3,1, ,1,HX3 ,2,1207
2446,2,1159,2022,5,0,1,0,0,0,0,5,2, ,1,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,1,0,0,1,0,1,1, ,1,HX6 ,1,1203
2447,2,1155,2022,5,0,1,0,0,0,0,1,2, ,1,9,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,10,0,0,0,0,1,1,1, ,1,LS16,1,1157
2448,2,1140,2022,5,0,1,0,0,0,0,5,2, ,1,6,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,1,0,1,0,1,1, ,1,HX4 ,1,1143
2449,2,1129,2022,5,0,1,0,0,0,0,5,2, ,1,1,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,1,1, ,1,HX6 ,2,1132
2450,2,1120,2022,5,0,1,0,0,0,0,5,2, ,1,3,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,1,0,1,0,0,1,1, ,1,HX6 ,2,1123
2451,2,1109,2022,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1,0,1,0,0,1,1, ,1,HX2 ,2,1113
2452,2,1105,2022,5,0,1,0,0,0,0,5,2, ,1,4,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,1,0,0,1,0,1,1, ,1,HX6 ,1,1107
2453,2,1115,2017,5,0,1,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50,5,210,10,5, , , , , , ,10,5,1,11,0,0,1,0,0,1,1,1, ,BL1 ,2,9999
2454,2,1130,2017,5,0,1,0,0,0,0,10,1,1, ,1,2, ,1,1,0,0,0,0,0,0,0,0,0,1, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,9999,9999,1,3,3,1, , , ,9999,9999,2,13,0,0,0,0,1,1,1,4, ,M20 ,2,9999
2455,2,1145,2017,5,1,1,0,0,0,0,10,1,1, ,12,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,1,0,0, , , , , , , , , ,2, , , , , , , , , ,1,2,1,40,2,25,2,2, , , ,20,40,2,25,1,1,1,1,0,0,0,0,1,1,1, ,LA3 ,2,9999
2456,2,1200,2017,5,0,1,0,0,0,0,10,1,1, ,1,2, ,1,0,0,0,1,0,0,0,0,0,0, , , ,1, , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,6, , , , , , , , , ,5, , , , , ,6,5,10,1,9999,9999,2, , , ,28,28,1,2,1,2,13,0,0,0,0,1,1,1,1, ,SY22,2,9999
2457,2,1215,2017,5,1,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,2, , , , , , , , , ,1, , , , , ,2,1,50,2,70,2,1,14,27,2, , , ,9999,9999,1,11,0,0,1,0,0,1,1,1, ,CW7 ,2,9999
2458,2,1230,2017,5,1,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,9999,9999,3, , , , , , ,5,2,1,3,1,0,0,0,0,1,1,1, ,OL2 ,2,9999
2459,2,1300,2017,5,0,1,0,0,0,0,10,1,1, ,6,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,1, , , , , , , , , ,1, , , , , ,1,1,50,6,9999,9999,1,20,20,6, , , ,10,6,2,13,0,0,0,0,1,1,1,2, ,B93 ,2,9999
2460,2,1210,2017,5,0,1,0,0,0,0,10,1,1, ,1,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,2,0,0,0,0,1,0,0,0,0,0,0,0, , , , ,3, , , , , , , , , ,2, , , , , ,3,2,30,1,9999,1,1,88,88,1, , , ,9999,9999,1,2,0,0,0,0,1,2,4,4, ,EH3 ,2,9999
2461,2,1230,2017,5,0,1,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,5,9999,9999,2, , , ,10,10,5,20,5,2,13,0,0,1,0,0,1,1,1, ,BB12,2,9999
2462,2,1245,2017,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,9999,9999,2, , , ,10,10,2,9999,9999,1,11,0,0,1,0,0,1,1,1, ,OL13,2,9999
2463,2,1300,2017,5,0,1,0,0,0,0,5,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,0,0,1,1,1, ,6,OL14,2,9999
2464,2,1315,2017,5,1,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,9999,9999,1,10,10,1, , , ,10,1,1,3,0,0,0,0,1,1,1,1, ,BB2 ,2,9999
2465,2,1330,2017,5,0,1,0,0,0,0,10,1,1, ,1,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,1,9999,9999,3, , , , , , ,9999,9999,1,2,0,0,0,0,1,4,1,4, ,BB11,2,9999
2466,2,1345,2017,5,0,1,0,0,0,0,10,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,5,9999,9999,1,50,50,5, , , ,30,5,1,3,1,0,0,0,0,4,2,4, ,M21 ,2,9999
2467,2,1410,2017,5,0,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70,4,9999,9999,2, , , ,40,40,4,9999,9999,4,13,0,0,0,0,1,1,1,1, ,M21 ,2,9999
2468,2,1420,2017,5,0,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,4,9999,9999,2, , , ,20,20,4,0,0,2,11,0,0,0,0,1,1,1,2, ,M26 ,2,9999
2469,2,1430,2017,5,0,1,0,0,0,0,5,2, ,1,3,1,1,1,0,1,0,1,0,1,0,0,0,0, ,1, ,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,0,0,1,0,0,1,2, ,1,HX7 ,2,9999
2470,2,1440,2017,5,0,1,0,0,0,0,1,2, ,1,2,2, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,11,0,0,0,0,1,1,1, ,5,LS28,2,9999
2471,2,1450,2017,5,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,3,9999,9999,2, , , ,10,10,3,9999,9999,2,13,0,0,0,0,1,1,1,1, ,OL15,2,9999
2472,2,1500,2017,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,9999,9999,2, , , ,15,15,2,9999,9999,1,2,1,0,0,0,0,1,1,1, ,OL2 ,2,9999
2473,2,1510,2017,5,0,1,0,0,0,0,10,1,1, ,2,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30,2,9999,9999,2, , , ,20,20,2,5,2,2,13,0,0,0,0,1,1,1,1, ,BB9 ,2,9999
2474,2,1520,2017,5,0,1,0,0,0,0,10,1,1, ,6,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40,6,9999,9999,2, , , ,20,20,6,15,6,2,13,0,0,0,0,1,2,2,1, ,BB8 ,2,9999
2475,2,1530,2017,5,1,1,0,0,0,0,10,1,1, ,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,2,9999,9999,1,0,0,2, , , ,0,0,1,3,1,0,0,0,0,1,1,1, ,OL2 ,2,9999
2476,2,1245,2017,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,13,0,0,1,0,0,1,1, ,2,HX7 ,3,9999
2477,2,1400,2017,5,0,1,0,0,0,0,5,2, ,1,2,2, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,0,0,1,0,0,1,1, ,1,HX7 ,2,9999
2478,2,1030,2027,5,1,1,1,0,0,0,11,1,1, ,5,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , ,6,6,20,5,9999,9999,1,5,9999,5, , , ,9999,9999,1,11,0,0,0,0,1,4,4,4, ,    ,3,9999
2479,2,1345,2027,5,0,1,0,0,0,0,10,1,1, ,3,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,3,9999,9999,2, , , ,13,13,3,9999,9999,1,10,0,0,0,0,1,2,1,4, ,SK16,2,1348
2480,2,1330,2027,5,0,1,0,0,0,0,10,1,1, ,4,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,1,0, , , , , , , , , , , , , , , , , , , , ,3,2,50,3,9999,9999,5, , , , , , ,0,0,1,2,0,0,0,0,1,3,3,4, ,CV35,2,1335
2481,2,1250,2027,5,0,1,0,0,0,0,10,1,2, ,3,2, ,2, , , , , , , , , , , , , , , , , ,2,0,0,0,0,0,0,0,0,0,0,0,1, , , , , , , , , , , , , , , , , , , , ,3,2,50,3,9999,9999,2, , , ,10,30,3,9999,9999,1,11,0,0,0,0,1,5,1,1, ,PR8 ,2,1256
2482,2,1230,2027,5,0,1,0,0,0,0,10,1,1, ,4,3, ,1,0,0,0,0,0,0,0,1,0,0, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,2, , , ,13,9999,4,9999,9999,1,9,0,0,0,0,1,1,1,1, ,BL4 ,2,1235
2483,2,1215,2020,5,0,1,0,0,0,0,10,1,1, ,11,2, ,2, , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9999,9999,9999,9999,1,60,60,2, , , ,9999,9999,1,11,0,0,0,0,1,1,1,2, ,SK15,1,1220
